ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1649903-20160916,2477662,12322,17,"JONES LANG LASALLE AMERICAS, INC.",JONES LANG LASALLE AMERICAS INC,71 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1649903,RENEW,,07/15/2016,08/30/2016,N,09/16/2016,09/15/2018,08/30/2016,08/31/2016,AAI,,,41.880717575,-87.636589107,"(41.880717575265145, -87.63658910737162)"
2059528-20160916,2478938,219897,3,"Cogent Communications, Inc.",Cogent Communication Inc,216 W JACKSON BLVD 10TH FLOOR 1040,CHICAGO,IL,60606,42,,42-,,1010,Limited Business License,,,2059528,RENEW,,07/15/2016,08/30/2016,N,09/16/2016,09/15/2018,08/30/2016,08/31/2016,AAI,,,41.878223242,-87.63424738,"(41.878223241518086, -87.63424737951088)"
2437146-20160916,2477690,12322,57,"JONES LANG LASALLE AMERICAS, INC.","Jones Lang LaSalle Americas, Inc",200 W JACKSON BLVD 13 1300,CHICAGO,IL,60606,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2437146,RENEW,,07/15/2016,08/30/2016,N,09/16/2016,09/15/2018,08/30/2016,08/31/2016,AAI,,,41.878227703,-87.633804787,"(41.878227703089095, -87.63380478677512)"
2049401-20161016,2486397,355582,1,"Artstock, I nc",Artist & Craftsman Supply,828 S WABASH AVE 1,CHICAGO,IL,60605,4,,4-,,1010,Limited Business License,,,2049401,RENEW,,08/15/2016,08/30/2016,N,10/16/2016,10/15/2018,08/30/2016,08/31/2016,AAI,,,41.871444196,-87.62607513,"(41.87144419630491, -87.62607513030089)"
2469466-20160831,2469466,406769,1,HUAMAO RESTAURANT INC.,HUAMAO RESTAURANT INC.,1453 W TAYLOR ST 1ST,CHICAGO,IL,60607,28,38,28-38,12,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2469466,ISSUE,05/23/2016,06/21/2016,06/27/2016,N,08/31/2016,09/15/2018,08/31/2016,08/31/2016,AAI,,,41.869195016,-87.663780968,"(41.86919501552379, -87.66378096814225)"
1798746-20160916,2477663,12322,19,"JONES LANG LASALLE AMERICAS, INC.",JONES LANG LASALLE AMERICAS INC,233 N MICHIGAN AVE,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1798746,RENEW,,07/15/2016,08/30/2016,N,09/16/2016,09/15/2018,08/30/2016,08/31/2016,AAI,,,41.886567371,-87.624384671,"(41.886567370886944, -87.62438467059714)"
1797796-20160916,2480219,312826,1,ROTI 10 SOUTH RIVERSIDE LLC,ROTI,10 S RIVERSIDE PLZ 1 141,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1797796,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/01/2016,AAI,,,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)"
2124758-20160916,2479909,302109,2,THE PLACERS LTD,RANDSTAD USA,1 N FRANKLIN ST  650,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,2124758,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.881967467,-87.635165443,"(41.881967467024346, -87.6351654428475)"
1985041-20160916,2481191,345520,1,"ROTI 300 WEST ADAMS, LLC",ROTI MEDITERRANEAN GRILL,310 W ADAMS ST 1ST,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1985041,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/01/2016,AAI,,,41.879475623,-87.635587459,"(41.87947562301873, -87.63558745893823)"
1848298-20161016,2485942,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1848298,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
1488033-20160916,2478722,201592,2,"THE CAMBRIDGE GROUP, INC",THE CAMBRIDGE GROUP,227 W MONROE ST  32,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1488033,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.88053925,-87.634592464,"(41.88053924995021, -87.63459246351388)"
16730-20160916,2478078,28126,1,EXCHANGE BUILDING CORPORATION,EXCHANGE BUILDING CORPORATION,222 N LA SALLE ST  1000,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,897,Financial Services,16730,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
42149-20161016,2485125,85586,1,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR,CHICAGO,IL,60605,4,,4-,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,42149,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.867484227,-87.619150383,"(41.867484227164155, -87.61915038338188)"
2078673-20160916,2480476,316280,2,THOMSON REUTERS (MARKETS) LLC.,Thomson Reuters( Markets) LLC.,311 S WACKER DR 12,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,2078673,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.877791648,-87.636524344,"(41.877791648104406, -87.63652434443534)"
1093175-20160916,2478848,207065,1,LIAM VENTURES INC,LIAM VENTURES INC,233 S WACKER DR  2150,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,897,Financial Services,1093175,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
2488355-20160901,2488355,409574,1,"OakCrest Capital, LLC","OakCrest Capital, LLC",820 W JACKSON BLVD  805,CHICAGO,IL,60607,27,,27-,,1010,Limited Business License,897,Financial Services,2488355,ISSUE,08/30/2016,08/30/2016,08/31/2016,N,09/01/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,16,41.878043475,-87.648180211,"(41.878043475002826, -87.64818021093538)"
1928078-20160916,2478194,37227,2,"BENSINGER, DUPONT & ASSOCIATES, INC.","BENSINGER, DUPONT & ASSOCIATES, INC.",134 N LA SALLE ST 22 2200,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1928078,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.884111267,-87.632576385,"(41.88411126733353, -87.63257638523856)"
2008916-20161016,2484493,7318,2,CHECKERBOARD PRODUCTIONS INC,BUDDY GUY'S LEGENDS,700 S WABASH AVE 1 & 2,CHICAGO,IL,60605,4,18,4-18,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2008916,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873059617,-87.626111588,"(41.87305961703914, -87.62611158755108)"
1848301-20161016,2485945,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1848301,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
1848307-20161016,2485944,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1848307,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
2183699-20160916,2480477,316280,3,THOMSON REUTERS (MARKETS) LLC.,Thomson Reuters (Markets) LLC.,230 S LA SALLE ST 8TH,CHICAGO,IL,60604,42,,42-,,1010,Limited Business License,,,2183699,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.878538292,-87.632414261,"(41.878538291685196, -87.63241426118783)"
1879195-20160916,2479398,264771,2,"CLIMATEMP SERVICE GROUP, L.L.C.","CLIMATEMP SERVICE GROUP, L.L.C.",315 N MAY ST 1ST,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,902,"Heating, Ventilation and Air Conditioning Services - Commercial",1879195,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.887202798,-87.655540264,"(41.88720279845094, -87.6555402642378)"
2054775-20160916,2481575,356236,1,"GNB Management, LLC",GNB Management LLC,222 S RIVERSIDE PLZ 34 34,CHICAGO,IL,60606,42,,42-,,1010,Limited Business License,,,2054775,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.878581561,-87.638578668,"(41.87858156072147, -87.6385786681057)"
42150-20161016,2485127,85586,3,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR  LEVEL,CHICAGO,IL,60605,4,18,4-18,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,42150,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.867484227,-87.619150383,"(41.867484227164155, -87.61915038338188)"
1848299-20161016,2485939,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1848299,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
1575420-20161016,2485618,284728,1,ELEVEN CITY DINER LLC,ELEVEN CITY DINER,1112 S WABASH AVE,CHICAGO,IL,60605,4,58,4-58,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1575420,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.868834105,-87.62600895,"(41.868834104881586, -87.62600895041179)"
2484154-20160901,2484154,409061,1,"ALLSTAR PARTNERS, LLC","ALLSTAR PARTNERS, LLC",954 W WASHINGTON BLVD 5TH 535,CHICAGO,IL,60607,27,57,27-57,12,1010,Limited Business License,898,Computer Design/Development Consulting,2484154,ISSUE,08/11/2016,08/25/2016,08/31/2016,N,09/01/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.883175923,-87.651928734,"(41.8831759233391, -87.6519287344125)"
1848304-20161016,2485940,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1848304,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
2204910-20161016,2484900,42432,1,MICHAEL B HOGAN,"Ideate, LLC",720 S DEARBORN ST  1303,CHICAGO,IL,60605,4,54,4-54,1,4404,Regulated Business License,724,Other Home Occupations,2204910,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.872924414,-87.629299735,"(41.872924414089155, -87.62929973479568)"
1903772-20160916,2480894,330774,1,"TPS PARKING MANAGEMENT, LLC",THE PARKING SPOT,200 W MONROE ST 15TH 1500,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1903772,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.880768961,-87.633874974,"(41.880768960917806, -87.63387497409452)"
1898503-20160916,2480842,328573,1,"OLENICK & ASSOCIATES, INC.",OLENICK & ASSOCIATES,205 W WACKER DR 20TH 2010,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1898503,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.886707304,-87.634150393,"(41.886707304096035, -87.63415039321221)"
2220852-20161016,2485128,85586,3,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR  LEVEL,CHICAGO,IL,60605,4,18,4-18,1,1032,Animal Care License,610,Animal Exhibition (30 Days or More),2220852,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.867484227,-87.619150383,"(41.867484227164155, -87.61915038338188)"
42148-20161016,2485126,85586,1,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR,CHICAGO,IL,60605,4,,4-,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,42148,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.867484227,-87.619150383,"(41.867484227164155, -87.61915038338188)"
1841929-20160916,2480536,320010,1,"FIFTH THIRD HOLDINGS, LLC","FIFTH THIRD HOLDINGS, LLC",222 S RIVERSIDE PLZ  34,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1841929,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.878581561,-87.638578668,"(41.87858156072147, -87.6385786681057)"
19037-20160916,2478088,28653,1,"STANARD & ASSOCIATES, INC.",STANARD & ASSOCIATES INC.,309 W WASHINGTON ST  1000,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,19037,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.883094603,-87.635632661,"(41.88309460284483, -87.63563266074925)"
1841936-20160916,2480538,320012,1,"GNB REALTY, LLC","GNB REALTY, LLC",222 S RIVERSIDE PLZ  34,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1841936,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.878581561,-87.638578668,"(41.87858156072147, -87.6385786681057)"
2484182-20160901,2484182,409068,1,HIGH RIDGE FUTURES LLC,HIGH RIDGE FUTURES LLC,141 W JACKSON BLVD 39TH 3900,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,897,Financial Services,2484182,ISSUE,08/12/2016,08/15/2016,08/31/2016,N,09/01/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.878025655,-87.632062286,"(41.878025655260835, -87.63206228626693)"
2026836-20161016,2484494,7318,2,CHECKERBOARD PRODUCTIONS INC,BUDDY GUY'S LEGENDS,700 S WABASH AVE 1 & 2,CHICAGO,IL,60605,4,18,4-18,1,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2026836,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873059617,-87.626111588,"(41.87305961703914, -87.62611158755108)"
1848308-20161016,2485941,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1848308,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
1546717-20161016,2485617,284728,1,ELEVEN CITY DINER LLC,ELEVEN CITY DINER,1112 S WABASH AVE,CHICAGO,IL,60605,4,58,4-58,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1546717,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.868834105,-87.62600895,"(41.868834104881586, -87.62600895041179)"
60137-20160416,2448301,58507,1,BEED JEWELERY INC,BEED JEWELERY INC,5 S WABASH AVE 1ST 903,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,60137,RENEW,,02/15/2016,04/05/2016,N,04/16/2016,04/15/2018,04/05/2016,04/06/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
1768655-20160916,2478637,85778,4,AMSTED INDUSTRIES INC,AMSTED INDUSTRIES INC,180 N STETSON AVE 18 18,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1768655,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)"
1797846-20161016,2485874,312841,1,JENNY AE KIM,PRIMO CLEANERS,899 S PLYMOUTH CT,CHICAGO,IL,60605,4,43,4-43,1,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,1797846,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.870572993,-87.62844791,"(41.87057299287796, -87.62844790993732)"
2050211-20160916,2480006,306170,2,"COSENTINI ASSOCIATES, INC.","COSENTINI ASSOCIATES, INC.",1 S WACKER DR 37TH,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,2050211,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.881886227,-87.63661833,"(41.88188622746245, -87.63661833048015)"
57193-20160916,2478228,40187,1,LEXISNEXIS CLAIMS SOLUTIONS INC.,MAGNIFY INC,100 S WACKER DR  1,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,57193,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.880557025,-87.637131776,"(41.8805570251432, -87.63713177610846)"
2204358-20160416,2447699,15423,1,EXODUS DEVELOPMENT CO INC,EXODUS DEVELOPMENT & CO INC,53 W JACKSON BLVD 12 1222,CHICAGO,IL,60604,4,49,4-49,1,4404,Regulated Business License,673 | 601,Home Repair Services | Acquisition and Improvement of Land/Residential Buildings,2204358,RENEW,,02/15/2016,04/15/2016,N,04/16/2016,04/15/2018,04/15/2016,09/01/2016,AAI,,,41.878050681,-87.629781008,"(41.878050680824906, -87.62978100842273)"
1887861-20160916,2480663,325540,1,THE TOKARZ GROUP ADVISERS LLC,THE TOKARZ GROUP ADVISERS LLC,71 S WACKER DR 27TH 2760,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1887861,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/02/2016,AAI,,,41.880717575,-87.636589107,"(41.880717575265145, -87.63658910737162)"
2476659-20160902,2476659,15231,28,BLUE PLATE CATERING LTD.,BLUE PLATE CATERING LTD.,333 N OGDEN AVE 1,CHICAGO,IL,60607,27,33,27-33,12,1006,Retail Food Establishment,760,Retail Sale of Food for Offsite Consumption,2476659,ISSUE,07/01/2016,07/21/2016,07/21/2016,Y,09/02/2016,05/15/2018,09/02/2016,09/02/2016,AAI,,,41.88737641,-87.66144306,"(41.88737640993971, -87.66144305976802)"
2065133-20160916,2478179,36870,5,ERNST & YOUNG U.S. LLP,ERNST & YOUNG U.S. LLP,155 N WACKER DR 20-26 2400,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,2065133,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/02/2016,AAI,,,41.884615617,-87.636682358,"(41.88461561705127, -87.63668235780031)"
1044321-20160516,2453886,36834,2,LOUIS R DEAL,EXECUTIVE WARDROBE BY LOU DEAL,1347 W WASHINGTON BLVD  2D,CHICAGO,IL,60607,27,7,27-7,12,1010,Limited Business License,,,1044321,RENEW,,03/15/2016,03/31/2016,N,05/16/2016,05/15/2018,03/31/2016,04/01/2016,AAI,,,41.882800919,-87.661494053,"(41.88280091941264, -87.66149405259488)"
2059986-20161016,2486480,356856,1,ROTI 33 NORTH DEARBORN LLC,ROTI MEDITERRANEAN GRILL,33 N DEARBORN ST 1ST,CHICAGO,IL,60602,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2059986,RENEW,,08/15/2016,09/01/2016,N,10/16/2016,10/15/2018,09/01/2016,09/02/2016,AAI,,1,41.882806227,-87.629281496,"(41.88280622661767, -87.62928149568309)"
58186-20160416,2448092,40591,1,THE BENEFITS CONSULTING GROUP,THE BENEFITS CONSULTING GROUP,53 W JACKSON BLVD  1250,CHICAGO,IL,60604,4,49,4-49,1,1010,Limited Business License,,,58186,RENEW,,02/15/2016,03/10/2016,N,04/16/2016,04/15/2018,03/10/2016,03/11/2016,AAI,,,41.878050681,-87.629781008,"(41.878050680824906, -87.62978100842273)"
2189050-20160916,2479858,299670,5,RICOH AMERICAS CORPORATION,Ricoh Americas Corporation,101 N WACKER DR 18TH 1850,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,602,Administrative Commercial Office,2189050,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/02/2016,AAI,,,41.883234348,-87.636649062,"(41.88323434776848, -87.6366490618587)"
42499-20160416,2448250,55401,1,FOCUS CORPORATION,My Chicago,28 S MICHIGAN AVE 1ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,42499,RENEW,,02/15/2016,03/14/2016,N,04/16/2016,04/15/2018,03/14/2016,03/15/2016,AAI,,,41.881419179,-87.624492674,"(41.88141917892463, -87.62449267371306)"
2184878-20160916,2477707,13486,7,"RICOH USA, INC.","Ricoh USA, Inc.",101 N WACKER DR 2 250,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,2184878,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/02/2016,AAI,,,41.883234348,-87.636649062,"(41.88323434776848, -87.6366490618587)"
2290022-20160916,2480753,327113,2,SHREE GANESHA INC.,Print X-Press,233 S WACKER DR LOWER LEVEL 1 L1-025,CHICAGO,IL,60606,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2290022,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/02/2016,AAI,,,,,
2476220-20160902,2476220,407660,1,"THE BAGELERS, LLC - STATE RED",THE BAGELERS UNDERGROUND - JACKSON RED,312 S STATE ST  LL,CHICAGO,IL,60604,4,49,4-49,1,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2476220,ISSUE,06/23/2016,07/06/2016,08/24/2016,N,09/02/2016,09/15/2018,09/02/2016,09/02/2016,AAI,,1,41.877843388,-87.62781527,"(41.87784338811841, -87.62781526981122)"
2125678-20160516,2455929,350741,2,"Inventables, Inc.",Inventables,600 W VAN BUREN ST 6TH 602,CHICAGO,IL,60607,42,,42-,,1010,Limited Business License,,,2125678,RENEW,,03/15/2016,04/05/2016,N,05/16/2016,05/15/2018,04/05/2016,04/06/2016,AAI,,,41.87684171,-87.64257341,"(41.87684171027662, -87.64257341005437)"
82124-20160416,2448139,49487,1,WAI CHUN LAM,CHUN LAM,5 S WABASH AVE  800,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,82124,RENEW,,02/15/2016,03/26/2016,N,04/16/2016,04/15/2018,03/26/2016,03/28/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
2043264-20160916,2481454,354886,1,"THE PRIDE STORES, INC.",Pride of Chicago,1221 - 1223 S WABASH AVE 1ST,CHICAGO,IL,60605,3,40,3-40,1,1275,Filling Station,666,Operation of a Fuel Filling Station,2043264,RENEW,,07/15/2016,08/08/2016,N,09/16/2016,09/15/2018,08/08/2016,08/09/2016,AAI,,,41.866831454,-87.625669609,"(41.86683145443883, -87.62566960895664)"
2013887-20160416,2449967,349989,1,"GOLDEN DREAM TEAM, INC.","GOLDEN DREAM TEAM, INC.",3 S WABASH AVE 1,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,2013887,RENEW,,02/15/2016,09/01/2016,N,04/16/2016,04/15/2018,09/01/2016,09/02/2016,AAI,,,41.881969403,-87.626064554,"(41.881969402833036, -87.62606455373546)"
2188900-20160916,2479857,299670,4,RICOH AMERICAS CORPORATION,Ricoh Americas Corporation,1 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,602,Administrative Commercial Office,2188900,RENEW,,07/15/2016,09/01/2016,N,09/16/2016,09/15/2018,09/01/2016,09/02/2016,AAI,,,41.881886227,-87.63661833,"(41.88188622746245, -87.63661833048015)"
2385902-20161016,2486124,337788,2,"SG CAP TRADING, LLC","SG CAP TRADING, LLC",141 W JACKSON BLVD 26TH 2620,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,659,Financial and Accounting Services,2385902,RENEW,,08/15/2016,09/01/2016,N,10/16/2016,10/15/2018,09/01/2016,09/02/2016,AAI,,,41.878025655,-87.632062286,"(41.878025655260835, -87.63206228626693)"
2113683-20160916,2479389,263589,2,"DIGITAS,  INC.","DIGITAS, INC.",180 N LA SALLE ST 10TH,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,2113683,RENEW,,07/15/2016,09/02/2016,N,09/16/2016,09/15/2018,09/02/2016,09/02/2016,AAI,,,41.885444388,-87.632582135,"(41.8854443881431, -87.6325821348462)"
